row_index,timestamp,model_type,model_name,original_symptoms,original_diagnosis,original_diagnosis_label,forward_prompt,forward_response,predicted_diagnosis,forward_accuracy,backward_prompt,backward_response,predicted_symptoms,symptom_overlap_count,symptom_overlap_ratio,symptom_precision,symptom_recall,symptom_f1,matched_symptoms,causal_consistency_score,reverse_consistent,consistency_category
16,2025-12-16T16:00:52.205909,gemma,google/gemma-2b-it,"[""develop signs symptoms intracranial hematoma right head injury"", "" may take weeks longer appear"", "" fine head injury"", "" period called lucid interval"", "" time"", "" pressure brain increases"", "" producing following signs symptoms:  headache worse vomiting drowsiness progressive loss consciousness dizziness confusion unequal pupil size slurred speech loss movement (paralysis) opposite side body head injury  blood fills brain narrow space brain skull"", "" signs symptoms may appear"", "" as:  lethargy seizures unconsciousness ""]",intracranial hematoma,533,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: develop signs symptoms intracranial hematoma right head injury, may take weeks longer appear, fine head injury, period called lucid interval, time, pressure brain increases, producing following signs symptoms:  headache worse vomiting drowsiness progressive loss consciousness dizziness confusion unequal pupil size slurred speech loss movement (paralysis) opposite side body head injury  blood fills brain narrow space brain skull, signs symptoms may appear, as:  lethargy seizures unconsciousness

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is intracranial hematoma right head injury.,most likely medical diagnosis for this patient is intracranial hematoma right head injury,1.0,"What are the common symptoms of most likely medical diagnosis for this patient is intracranial hematoma right head injury?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of most likely medical diagnosis for this patient is intracranial hematoma right head injury:

- Sudden onset of severe headache
- Nausea and vomiting
- Seizures
- Confusion
- Weakness
- Dizziness
- Blurred vision
- Difficulty speaking
- Difficulty walking
- Seizures
- Coma","[""Sudden onset of severe headache"", ""Nausea and vomiting"", ""Seizures"", ""Confusion"", ""Weakness"", ""Dizziness"", ""Blurred vision"", ""Difficulty speaking"", ""Difficulty walking"", ""Seizures"", ""Coma""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
18,2025-12-16T16:00:57.337351,gemma,google/gemma-2b-it,"[""vomiting"", ""indigestion"", ""loss of appetite"", ""abdominal pain"", ""passage of gases"", ""internal itching""]",peptic ulcer diseae,735,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is gastroesophageal reflux disease (GERD).,most likely medical diagnosis for these symptoms is gastroesophageal reflux disease,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is gastroesophageal reflux disease?

List the symptoms as a comma-separated list.","Gastroesophageal reflux disease (GERD) is a condition in which acidic stomach contents flow back into the esophagus. Symptoms of GERD include:

- Heartburn
- Acid reflux
- Nausea
- Vomiting
- Abdominal pain
- Difficulty swallowing
- Hoarseness
- Chest pain

GERD is a common condition, and it can affect people of all ages. It is more common in women than in men, and it is most common in people between the ages of 30 and 50.","[""Heartburn"", ""Acid reflux"", ""Nausea"", ""Vomiting"", ""Abdominal pain"", ""Difficulty swallowing"", ""Hoarseness"", ""Chest pain""]",2,0.3333333333333333,0.25,0.3333333333333333,0.28571428571428575,"[""vomiting"", ""abdominal pain""]",0.28571428571428575,False,Unstable reasoning
20,2025-12-16T16:01:01.073477,gemma,google/gemma-2b-it,"[""fatigue"", ""cough"", ""high fever"", ""breathlessness"", ""family history"", ""mucoid sputum""]",bronchial asthma,149,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: fatigue, cough, high fever, breathlessness, family history, mucoid sputum

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is pneumonia.,most likely medical diagnosis for the patient with these symptoms is pneumonia,0.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is pneumonia?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for the patient with these symptoms is pneumonia.

Symptoms include:

- Cough
- Chest pain
- Shortness of breath
- Fever
- Chills
- Muscle aches
- Sputum production","[""Cough"", ""Chest pain"", ""Shortness of breath"", ""Fever"", ""Chills"", ""Muscle aches"", ""Sputum production""]",1,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.15384615384615383,"[""cough""]",0.15384615384615383,False,Unstable reasoning
21,2025-12-16T16:01:05.503381,gemma,google/gemma-2b-it,"[""itching"", ""skin rash"", ""stomach pain"", ""burning micturition"", ""spotting  urination""]",drug reaction,308,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: itching, skin rash, stomach pain, burning micturition, spotting  urination

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is **Irritable bowel syndrome (IBS)**.,Irritable bowel syndrome,0.0,"What are the common symptoms of Irritable bowel syndrome?

List the symptoms as a comma-separated list.","Irritable bowel syndrome (IBS) is a chronic condition characterized by a range of symptoms that can affect the digestive tract. Some of the most common symptoms include:

- Abdominal pain
- Bloating
- Diarrhea
- Constipation
- Gas
- Irritability
- Anxiety
- Depression
- Weight loss
- Fatigue

It is important to note that IBS can be difficult to diagnose, as symptoms can be similar to those of other conditions. If you are experiencing any of these symptoms, it is important to see your doctor to get a diagnosis and treatment plan.","[""Abdominal pain"", ""Bloating"", ""Diarrhea"", ""Constipation"", ""Gas"", ""Irritability"", ""Anxiety"", ""Depression"", ""Weight loss"", ""Fatigue""]",1,0.2,0.1,0.2,0.13333333333333333,"[""stomach pain""]",0.13333333333333333,False,Unstable reasoning
22,2025-12-16T16:01:09.031454,gemma,google/gemma-2b-it,"[""vomiting"", ""breathlessness"", ""sweating"", ""chest pain""]",heart attack,447,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: vomiting, breathlessness, sweating, chest pain

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is **pneumonia**.,pneumonia,0.0,"What are the common symptoms of pneumonia?

List the symptoms as a comma-separated list.","Pneumonia is a serious infection of the lungs that can cause shortness of breath, coughing, and other respiratory symptoms. The common symptoms of pneumonia include:

- Cough
- Chest pain
- Shortness of breath
- Wheezing
- Fever
- Chills
- Muscle aches
- Fatigue
- Loss of appetite

Pneumonia is a medical emergency, and it is important to seek medical attention immediately if you think you may have the infection.","[""Cough"", ""Chest pain"", ""Shortness of breath"", ""Wheezing"", ""Fever"", ""Chills"", ""Muscle aches"", ""Fatigue"", ""Loss of appetite""]",1,0.25,0.1111111111111111,0.25,0.15384615384615383,"[""chest pain""]",0.15384615384615383,False,Unstable reasoning
23,2025-12-16T16:01:11.162121,gemma,google/gemma-2b-it,"[""i've feeling run down lately"", "" i've trouble breathing nose constantly running"", "" throat mucus lymph nodes inflamed"", """"]",common cold,234,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: i've feeling run down lately, i've trouble breathing nose constantly running, throat mucus lymph nodes inflamed

Provide only the diagnosis name.",The most likely medical diagnosis for this patient would be upper respiratory tract infection.,most likely medical diagnosis for this patient would be upper respiratory tract infection,0.0,"What are the common symptoms of most likely medical diagnosis for this patient would be upper respiratory tract infection?

List the symptoms as a comma-separated list.","**Answer:**

The common symptoms of most likely medical diagnosis for an upper respiratory tract infection would be:

- Sore throat
- Cough
- Nasal congestion
- Runny nose
- Headache
- Muscle aches
- Fatigue","[""Sore throat"", ""Cough"", ""Nasal congestion"", ""Runny nose"", ""Headache"", ""Muscle aches"", ""Fatigue""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
24,2025-12-16T16:01:14.319879,gemma,google/gemma-2b-it,"[""skin rash"", ""high fever"", ""blister"", ""red sore around nose"", ""yellow crust ooze""]",impetigo,515,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: skin rash, high fever, blister, red sore around nose, yellow crust ooze

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is **COVID-19**.,COVID,0.0,"What are the common symptoms of COVID?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of COVID:

- Fever
- Cough
- Shortness of breath or difficulty breathing
- Fatigue
- Muscle and joint pain
- Chills
- Headache
- Sore throat
- Loss of taste or smell
- Diarrhea
- Nausea and vomiting
- Loss of appetite
- Anxiety and depression","[""Fever"", ""Cough"", ""Shortness of breath or difficulty breathing"", ""Fatigue"", ""Muscle and joint pain"", ""Chills"", ""Headache"", ""Sore throat"", ""Loss of taste or smell"", ""Diarrhea"", ""Nausea and vomiting"", ""Loss of appetite"", ""Anxiety and depression""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
25,2025-12-16T16:01:16.996333,gemma,google/gemma-2b-it,"[""pain joints muscles"", "" neck stiff hard time moving around"", "" pain try steer car"", """"]",arthritis,72,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: pain joints muscles, neck stiff hard time moving around, pain try steer car

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is osteoarthritis.,most likely medical diagnosis for the patient with these symptoms is osteoarthritis,1.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is osteoarthritis?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for the patient with these symptoms is osteoarthritis.

Symptoms include:

- Joint pain
- Stiffness
- Swelling
- Creeping or dragging sensation when walking
- Difficulty moving the joints
- Loss of flexibility
- Muscle weakness","[""Joint pain"", ""Stiffness"", ""Swelling"", ""Creeping or dragging sensation when walking"", ""Difficulty moving the joints"", ""Loss of flexibility"", ""Muscle weakness""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
26,2025-12-16T16:01:20.924934,gemma,google/gemma-2b-it,"[""vomiting"", ""indigestion"", ""loss of appetite"", ""abdominal pain"", ""passage of gases"", ""internal itching""]",peptic ulcer diseae,735,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is gastroesophageal reflux disease (GERD).,most likely medical diagnosis for these symptoms is gastroesophageal reflux disease,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is gastroesophageal reflux disease?

List the symptoms as a comma-separated list.","Gastroesophageal reflux disease (GERD) is a condition in which acidic stomach contents flow back into the esophagus. Symptoms of GERD include:

- Heartburn
- Acid reflux
- Nausea
- Vomiting
- Abdominal pain
- Difficulty swallowing
- Weight loss

GERD is a common condition, affecting up to 20% of the population. It is more common in men than women and is most common in people between the ages of 30 and 50.","[""Heartburn"", ""Acid reflux"", ""Nausea"", ""Vomiting"", ""Abdominal pain"", ""Difficulty swallowing"", ""Weight loss""]",2,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.30769230769230765,"[""vomiting"", ""abdominal pain""]",0.30769230769230765,True,Still causally consistent
28,2025-12-16T16:01:24.037492,gemma,google/gemma-2b-it,"[""signs symptoms myofascial pain syndrome may include:  deep"", "" aching pain muscle pain persists worsens tender knot muscle difficulty sleeping due pain ""]",myofascial pain syndrome,665,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: signs symptoms myofascial pain syndrome may include:  deep, aching pain muscle pain persists worsens tender knot muscle difficulty sleeping due pain

Provide only the diagnosis name.",Myofascial pain syndrome is the most likely medical diagnosis for the patient.,Myofascial pain syndrome is the most likely medical diagnosis for the patient,1.0,"What are the common symptoms of Myofascial pain syndrome is the most likely medical diagnosis for the patient?

List the symptoms as a comma-separated list.","Myofascial pain syndrome is a chronic pain condition characterized by widespread pain, tightness, and stiffness in the muscles, tendons, and fascia. The most likely medical diagnosis for Myofascial pain syndrome is chronic pain syndrome.",[],0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
30,2025-12-16T16:01:27.230697,gemma,google/gemma-2b-it,"[""skin rash"", ""pus filled pimples"", ""blackheads"", ""scurring""]",acne,7,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: skin rash, pus filled pimples, blackheads, scurring

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is acne vulgaris.,most likely medical diagnosis for the patient with these symptoms is acne vulgaris,1.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is acne vulgaris?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of most likely medical diagnosis for the patient with these symptoms is acne vulgaris:

- Redness
- Swelling
- Blisters
- Pain
- Itching
- White or brown spots","[""Redness"", ""Swelling"", ""Blisters"", ""Pain"", ""Itching"", ""White or brown spots""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
31,2025-12-16T16:01:30.401182,gemma,google/gemma-2b-it,"[""skin rash"", ""stomach pain"", ""burning micturition"", ""spotting  urination""]",drug reaction,308,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: skin rash, stomach pain, burning micturition, spotting  urination

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is **Gastroenteritis**.,Gastroenteritis,0.0,"What are the common symptoms of Gastroenteritis?

List the symptoms as a comma-separated list.","Common symptoms of Gastroenteritis include:

- Abdominal pain
- Diarrhea
- Vomiting
- Fever
- Chills
- Loss of appetite
- Nausea
- Vomiting
- Abdominal swelling
- Loss of consciousness

Gastroenteritis is a medical condition caused by various factors, including viruses, bacteria, parasites, and toxins. It is important to seek medical attention if you experience any of these symptoms.","[""Abdominal pain"", ""Diarrhea"", ""Vomiting"", ""Fever"", ""Chills"", ""Loss of appetite"", ""Nausea"", ""Vomiting"", ""Abdominal swelling"", ""Loss of consciousness""]",1,0.25,0.1,0.25,0.14285714285714288,"[""stomach pain""]",0.14285714285714288,False,Unstable reasoning
